course_id,subject,order_index
158,How the news system has changed in recent decades,7
158,The political consequences of a decentralized news media,8
159,"Access world-class education from institutions likeHarvard,MIT, andCambridge.",1
159,"Learn from anywhere in the world with online courses, certificates, and degrees.",2
159,Connect with edX's global network of ambitious learners.,3
159,Find a range of programs covering diverse topics for all types of students.,4
159,"Engage with expert-led curricula via flexible, hybrid, and 100% online options.",5
162,What are the Sustainable Development Goals?,1
162,How modern advancements and connectivity can help us achieve the goals,2
162,The importance of sustainable development,3
162,"Why you should care about the Sustainable Development Goals – as a corporation, as a university, as an individual",4
163,Evaluation of macroeconometric models,1
163,Forecasting of uncertainty and forecasting for policy analysis,2
163,Properties of time series data and model design,3
163,Dynamic specification and the use of vector auto-regression models (VARs) and error correction models (VECMs),4
165,"Learn from world leaders and experts in investment and finance in EMDEs.Featured speakers include presidents of multilateral development banks, and some of the world’s leading asset managers, investors and consulting firms specialized in investment and finance in EMDEs.",1
165,"Access the latest information on investment and finance trends, innovations and results.The course provides access to cutting-edge investment and finance strategy resources, diagnostic tools, analysis and statistics on investment opportunities and trends, and progress with development finance goals.",2
165,"Collaborate with thousands of investment, finance, development and policy experts around the world.The course provides a global platform to collaborate and problem-solve with thousands of investment, finance, policy and development professionals around the world.",3
165,"Earn a World Bank Group – edX certificate.Upon successful completion of the course, receive a certificate of completion to add to your LinkedIn profile and resume.",4
165,Develop roadmaps for investment in EMDEs.,5
165,"Use investment diagnostic tools, de-risking and other investment support products of multilateral development banks.",6
165,"Invest in sustainable investment bonds, funds and other vehicles.",7
165,Adopt principles and practice of impact investment.,8
165,Strengthen financing strategies for national development.,9
165,Improve the country investment climate and domestic markets.,10
165,Attract investors and access international capital markets.,11
165,"Identify sectors where private sector solutions can create or expand markets, and make substantial contributions to development impact.",12
165,Deepen understanding of project finance and how to structure investments consistent with international standards.,13
165,The new development finance agenda and initiatives underway to mobilize billions in development finance to attract and catalyze trillions more for resource of all kinds.,14
165,"The powerful and innovative new financial instruments and approaches that are being tested, deployed and scaled up globally to achieve the SDGs.",15
169,The ways in which markets have crowded out non-market spaces and norms.,1
169,To reflect about the moral limits - if any - of market norms.,2
169,"How “needs” are subjective, and place value on nontraditional goods and services.",3
169,How to clearly articulate a philosophical argument about the allocation of goods and the moral boundaries of markets in our societies.,4
169,How to develop and refine your own ethical framework to address challenging moral dilemmas.,5
171,A deeper understanding of what urbanism looks like around the world,1
171,A historical perspective on the rise of cities throughout the world,2
171,The role local and national governments play in developing and distorting cities,3
171,"The cultural contributions cities make to how we live, love, and learn",4
171,The role of transportation in creating a liveable city,5
171,Different approaches to analyzing public policy in cities,6
171,What the future might hold for urban life,7
172,Basic spoken Mandarin phrases and vocabulary for everyday life,1
172,"The importance of proper ""tones"" in Mandarin",2
172,Essential and most practical communication skills,3
172,Develop your Chinese language skills in a business environment,4
172,"Build your confidence to communicate effectively with colleagues, clients and friends in Chinese",5
173,"Define, distinguish and give examples of hardware/software, computer programs/algorithms",1
173,"Explain the concept of a variable and declare, initialize and modify variables of data types int, double and char",2
173,"Create and comment simple C-programs that may print text, special characters and variables to the screen with controlled formatting",3
173,Create simple C-programs that utilize for-loops to repeat blocks of instructions,4
174,Influence of gravity on celestial bodies,1
174,Matter-radiation interactions,2
